seqnames,start,end,width,strand,Conc,Conc_KS,Conc_control,Fold,p.value,FDR,GDB374_KS,GDB380_KS,GDB425_KS,GDB447_KS,GDB587_KS,GDB598_KS,GDB339_ctrl,GDB418_ctrl,GDB809_ctrl,GDB813_ctrl
chr7,47584566,47584966,401,*,7.08983153137948,7.42466822217251,6.37232602179566,0.738072785633765,2.91229146361559e-05,0.0050044331897335,181.86,129.84,191.97,184.61,203.64,138.94,62.43,106.37,105.51,57.06
chr5,160119481,160119881,401,*,9.88736607545847,10.1276520861093,9.42969303574964,0.570993458610528,2.91503074076383e-05,0.0050044331897335,1178.63,1086.97,955.73,1102.98,1038.97,1349.11,745.23,867.9,666.37,479.04
chr11,59615852,59616252,401,*,10.3235507321053,10.5623423370528,9.86950759527194,0.567742743418066,2.91662424870564e-05,0.0050044331897335,1549.3,1434.77,1218.56,1531.87,1498.2,1839.94,986.04,1209.61,858.35,687.78
chr19,50511152,50511552,401,*,9.3966489325631,9.63683646689203,8.93921548843472,0.570861503071466,2.92117779394383e-05,0.0050051958935181,744.11,738.25,661.6,907.19,785.46,940.09,518.29,619.39,460.91,364.91
chr19,18192772,18193172,401,*,10.0001422733573,10.2374904616114,9.54959298287378,0.56482134405507,2.92340332707951e-05,0.0050051958935181,1248.04,1080.48,965.62,1270.81,1196.9,1481.56,795.77,922.5,727.45,551.88
chr5,169161211,169161611,401,*,8.80910416303471,9.06385404177701,8.31561814758257,0.599123690493376,2.94195913215308e-05,0.00503151426121089,587.23,453.52,552.84,551.03,482.08,584.31,297.3,440.54,233.23,303.34
chr7,112723392,112723792,401,*,4.47810789212228,4.95735039571025,3.18821958379615,1.06199858816182,2.94716419443085e-05,0.0050349671710002,12.49,38.95,27.19,41.02,29.09,37.66,5.95,10.35,11.9,8.26
chr15,89088061,89088461,401,*,10.0018430500354,10.2467358294319,9.53289846960576,0.579239720370252,2.96811433248049e-05,0.00506264138518778,1303.58,1089.75,958.21,1201.81,1203.13,1533.5,781.9,924.38,713.97,542.86
chr1,43912651,43913051,401,*,6.74687747115496,7.14568273908843,5.81003946062115,0.855057814749391,2.97229445626674e-05,0.00506264138518778,123.56,88.11,158.19,106.29,105.98,267.49,50.54,58.36,53.94,61.57
chr9,137200708,137201108,401,*,9.13256165399944,9.39422729889861,8.62150220067218,0.611050599293503,2.97699978744791e-05,0.00506264138518778,875.99,547.2,598.16,656.38,602.6,757.01,367.66,512.08,399.82,295.84
chr1,226128681,226129081,401,*,6.32098178694577,6.7626317698642,5.20933311445427,0.954865963618958,2.98452114952803e-05,0.00506264138518778,184.64,89.04,58.5,103.49,97.66,118.16,49.55,41.42,41.25,15.77
chr3,14211013,14211413,401,*,8.52530552854936,8.87341649198136,7.76570717498133,0.762195694123642,2.98561893957966e-05,0.00506264138518778,546.97,276.38,666.54,509.07,313.77,501.21,206.13,295.58,142.79,226.01
chr6,148557731,148558131,401,*,6.0399237349563,6.55755049419164,4.53603840485702,1.18170743973984,2.98580947705931e-05,0.00506264138518778,98.57,195.69,70.86,126.8,49.87,23.37,15.86,30.12,19.04,27.78
chr1,168121575,168121975,401,*,7.88148119751399,8.1964056638202,7.22421846341589,0.704328696899981,2.98658586448719e-05,0.00506264138518778,174.92,355.21,227.4,366.42,359.48,276.57,127.84,177.91,145.17,147.17
chr8,60513053,60513453,401,*,5.7946692837504,6.23191442806838,4.7022537352403,0.94695973407649,2.98899208518756e-05,0.00506264138518778,88.85,74.2,78.27,126.8,37.4,45.45,17.84,30.12,25.39,30.78
chr13,110396791,110397191,401,*,9.4321441355907,9.64929758797489,9.02925741601394,0.523757995698501,3.00064507552238e-05,0.00507693725904337,826.01,785.55,669.01,808.36,833.26,895.95,515.32,655.16,513.26,406.21
chr3,146493212,146493612,401,*,4.30886580344346,4.8641135923905,2.55189388192411,1.30364358351918,3.00570885805917e-05,0.00507713082378086,6.94,36.17,30.48,51.28,18.7,31.16,3.96,10.35,2.38,6.76
chr11,46461418,46461818,401,*,5.29372489745959,5.87105897399555,3.36062417128489,1.35611412638223,3.00718508812292e-05,0.00507713082378086,115.23,25.04,65.09,108.15,20.78,16.88,3.96,17.89,8.73,10.51
chr7,127900270,127900670,401,*,4.11546614390197,2.90221305185725,5.00537378836839,-1.21847725604596,3.01213551580507e-05,0.00507784402004296,4.16,6.49,8.24,4.66,8.31,12.98,57.48,12.24,31.73,27.03
chr2,211924006,211924406,401,*,3.21873203128673,1.40690922589388,4.27028076901273,-1.40158101993997,3.01403402612214e-05,0.00507784402004296,1.39,3.71,4.12,2.8,0,3.9,39.64,19.77,9.52,8.26
chr11,57499517,57499917,401,*,7.96766731429798,8.206983054107,7.51235252444644,0.570030685061598,3.0268075261861e-05,0.00508994002161592,341.51,267.11,267.77,302.08,255.59,338.9,205.14,204.27,173.73,147.17
chr19,18364944,18365344,401,*,6.45428723510702,6.8717964487528,5.4443578117848,0.890848949885456,3.03057122241862e-05,0.00508994002161592,141.6,106.66,83.21,153.84,101.82,115.56,28.74,31.06,32.53,81.84
chr17,71361930,71362330,401,*,4.14230858248975,4.69404196670685,2.41125189822595,1.28796485527769,3.03142816954302e-05,0.00508994002161592,13.88,35.24,16.48,55.94,20.78,12.98,3.96,6.59,3.97,6.76
chr3,10015403,10015803,401,*,7.03627930535413,7.40339953380428,6.21346080960613,0.797495593596413,3.03409743865783e-05,0.00508994002161592,144.38,196.62,215.04,208.85,108.05,142.83,53.51,109.19,50.77,83.34
chr9,72882410,72882810,401,*,4.66310177610607,3.25947409157385,5.61396858716157,-1.30321380260599,3.04934013862599e-05,0.00510873920440046,9.72,7.42,13.18,10.26,10.39,6.49,111.98,32.95,40.46,10.51
chr7,2104208,2104608,401,*,7.80793962661845,8.03276592853862,7.38720705361572,0.542502238183361,3.05585307879102e-05,0.00510873920440046,269.32,242.06,267.77,279.71,220.26,292.16,173.42,173.2,184.84,138.16
chr6,131657626,131658026,401,*,7.53969163189014,7.91364019487954,6.69325796707856,0.805845522187003,3.0574303571193e-05,0.00510873920440046,269.32,249.48,167.25,202.32,145.46,412.91,112.97,72.48,102.34,126.14
chr12,108576629,108577029,401,*,5.02900910516002,5.58898483533696,3.23631914130177,1.30332082440715,3.06163709525385e-05,0.00510873920440046,37.48,83.47,35.43,86.71,35.33,10.39,2.97,8.47,13.49,12.76
chr1,48617275,48617675,401,*,5.88339686119146,6.41447426047914,4.29477156458522,1.22062742420835,3.06262791045528e-05,0.00510873920440046,134.66,51.94,152.42,69.93,66.49,36.36,6.94,42.36,12.69,16.52
chr15,41477243,41477643,401,*,6.76751413603013,7.18586840790841,5.75417026262916,0.895914038838231,3.064700411175e-05,0.00510873920440046,258.22,172.51,117,152.91,108.05,64.92,40.63,62.13,51.56,61.57
chr19,16897243,16897643,401,*,7.203497319383,7.57080045409209,6.38005271622938,0.795491274468241,3.07062521598273e-05,0.0051132219349981,313.75,179,204.33,137.99,122.6,183.08,102.07,92.25,54.74,84.1
chr19,38676212,38676612,401,*,7.03446939744807,7.37504956387933,6.29894922946938,0.744477073931723,3.09492321287213e-05,0.00514825816298692,137.44,213.31,134.3,153.84,207.79,149.32,47.57,92.25,101.54,73.58
chr18,25223840,25224240,401,*,4.63054709902731,2.84828272567866,5.67592709386364,-1.40671376954722,3.10035169318688e-05,0.00515005555351825,11.11,6.49,9.89,5.59,6.23,3.9,135.77,16,45.22,7.51
chr10,84424685,84425085,401,*,8.69017913863425,8.96736815818495,8.13855759517803,0.639047676034091,3.10252163347595e-05,0.00515005555351825,696.91,401.59,400.42,533.31,401.04,570.03,305.23,332.29,255.44,234.27
chr2,80086770,80087170,401,*,6.54913237020422,7.02850416167485,5.25858286697264,1.05799431478345,3.12130326640243e-05,0.00517579551503717,154.1,133.55,74.15,129.6,151.69,140.23,39.64,81.9,15.07,16.52
chr17,47649482,47649882,401,*,10.1117933665287,10.3900105789051,9.55742879509296,0.640307583460888,3.12599999559919e-05,0.00517815018138941,1540.97,1115.72,1034.83,1307.17,1259.24,1793.19,771.99,1015.69,703.66,522.59
chr16,87227228,87227628,401,*,5.5060513453171,5.98134754573903,4.23617243888425,1.0328004355232,3.13846766675571e-05,0.00519335883185415,26.38,49.15,71.68,64.33,103.9,63.63,11.89,12.24,31.73,19.52
chr10,98349533,98349933,401,*,9.41695245279747,9.69125367480109,8.87299685801027,0.633157542360224,3.15082243974284e-05,0.00520171855426994,577.52,912.61,688.79,797.17,883.13,1101.1,431.08,625.04,395.06,424.23
chr10,70816262,70816662,401,*,7.82168052348172,8.07700762953159,7.32673909753365,0.599143523089251,3.15274182430866e-05,0.00520171855426994,238.78,249.48,253.76,283.44,259.74,335.01,146.67,199.56,169.77,126.14
chr13,50574785,50575185,401,*,7.01845989913235,7.45208777553015,5.94160604830456,0.931635165489332,3.15339457247488e-05,0.00520171855426994,247.11,227.23,143.36,227.5,149.61,55.83,66.4,71.54,38.08,69.83
chr1,224082145,224082545,401,*,6.7470989162149,7.2884419053334,5.08969939016065,1.24154998874671,3.16112654132738e-05,0.00520903550649514,340.12,54.72,46.96,185.54,180.78,129.85,10.9,26.36,53.15,45.8
chr15,68497346,68497746,401,*,5.53889690222153,6.06009226912744,4.01308558833598,1.18486558110613,3.16707419768323e-05,0.00521144647849642,72.19,54.72,143.36,18.65,37.4,74.01,11.89,19.77,11.9,21.02
chrX,103686659,103687059,401,*,8.90753937938623,9.13868333321398,8.47187278941048,0.551163978857071,3.16918524934509e-05,0.00521144647849642,573.35,592.64,449.03,526.78,623.38,616.77,380.54,437.72,318.11,283.82
chr5,14913050,14913450,401,*,5.16585968529772,5.7803514853508,2.86876268816613,1.41013466770504,3.18011602820553e-05,0.0052239851944414,4.16,66.78,65.09,93.24,8.31,92.19,7.93,3.77,4.76,12.76
chr5,132387697,132388097,401,*,8.61989937577448,8.91261907376507,8.02606382586002,0.66449191645489,3.18856851947704e-05,0.00523243100722656,596.95,454.45,397.12,546.36,548.58,347.99,212.07,301.22,337.15,192.22
chr2,165720536,165720936,401,*,7.83161806312458,8.07736615015741,7.3605670585767,0.581404761120761,3.19901510718075e-05,0.00523768680573699,292.92,242.99,296.61,294.63,270.13,223.34,158.56,191.09,180.08,127.64
chr19,49676658,49677058,401,*,9.96217983553463,10.1754502137507,9.56820544425034,0.515729255035224,3.19957668757817e-05,0.00523768680573699,1234.16,1152.82,1075.2,1104.85,1167.81,1203.68,821.54,945.09,719.52,550.37
chr19,18204077,18204477,401,*,9.90047504845084,10.1739020676027,9.35882909247207,0.631078921629844,3.20335789864474e-05,0.00523768680573699,1270.26,901.48,917.01,1138.41,1271.7,1432.21,721.45,843.43,626.71,434.74
chr6,74991792,74992192,401,*,5.9200825632206,6.34068158941031,4.89761954910248,0.903386600824181,3.20502894496397e-05,0.00523768680573699,59.7,79.76,133.47,103.49,43.64,66.22,21.8,28.24,30.15,39.04
chr12,59036992,59037392,401,*,5.38073771676267,5.87553392173148,4.00859653134509,1.10869330834021,3.23385503878429e-05,0.0052793351660021,56.92,50.08,122.76,68.99,24.94,28.57,21.8,14.12,12.69,15.77
chr10,44786501,44786901,401,*,5.12651232304046,5.72061691889593,3.04151695347525,1.3773362388873,3.24717721245943e-05,0.00529326809656724,9.72,159.52,41.2,56.87,16.62,32.46,6.94,6.59,11.9,7.51
chr12,8243234,8243634,401,*,9.5807779017739,9.80663300102546,9.15762835313644,0.541549297251814,3.24908880304137e-05,0.00529326809656724,881.54,919.1,909.6,780.39,827.02,1055.66,542.08,754,537.86,450.51
chr12,27703706,27704106,401,*,7.65529398171201,7.99689486090488,6.91654105411681,0.750512601095842,3.25282972951656e-05,0.00529390501025791,161.04,235.57,289.19,361.76,157.92,327.21,136.76,133.67,103.92,108.87
chr16,65525013,65525413,401,*,6.34101891904304,6.89056878084028,4.62580104038813,1.26268487715123,3.25794154116502e-05,0.00529496627937373,167.98,89.96,47.79,252.67,118.44,35.06,15.86,10.35,50.77,21.77
chr19,15418913,15419313,401,*,9.68990563497164,9.93900952797688,9.21054807461074,0.586090800622037,3.26018312566801e-05,0.00529496627937373,1155.03,934.87,747.29,1027.46,995.34,1029.69,593.61,771.89,583.07,421.23
chr1,3105477,3105877,401,*,5.46441411913668,5.91393633749036,4.31758931920628,0.961826661223516,3.28814862883384e-05,0.0053247207400803,90.24,25.04,52.73,72.72,66.49,54.54,21.8,15.06,15.87,27.03
chr3,14393753,14394153,401,*,5.55278983150194,6.13029569030774,3.61822006836486,1.33506225432458,3.28848854566119e-05,0.0053247207400803,180.47,19.48,94.75,57.81,45.71,22.07,5.95,7.53,20.63,15.02
chr10,109259051,109259451,401,*,2.32138811141706,0.0990147417220406,3.44476771600313,-1.37891187316523,3.2886117917827e-05,0.0053247207400803,0,0.93,0.82,0,2.08,2.6,15.86,4.71,8.73,14.27
chr4,57061422,57061822,401,*,5.78751618484547,6.19881507412163,4.8023744889424,0.876716571444191,3.29332351988515e-05,0.00532689180348425,116.61,46.37,69.21,77.39,62.34,68.82,25.77,37.65,16.66,31.54
chr19,40715805,40716205,401,*,8.86007635216999,9.0930534096391,8.42003512062069,0.555671338746233,3.29914734230889e-05,0.00533085538047433,560.86,600.06,465.51,591.12,511.17,547.96,328.02,399.12,396.65,246.28
chr4,168666566,168666966,401,*,6.9444907544162,7.29525026352637,6.17629743424937,0.764020052594501,3.30987760409271e-05,0.00534273072542965,152.71,203.11,133.47,219.1,149.61,84.4,73.33,69.66,81.71,64.57
chr12,22935341,22935741,401,*,4.27800247463437,2.97716237899928,5.19727797205015,-1.26988026675536,3.32347820263679e-05,0.00535848646999281,4.16,4.64,9.89,4.66,18.7,5.19,76.31,18.83,24.59,27.03
chr1,41678307,41678707,401,*,6.05756410786094,6.63512779470168,4.12249943840346,1.33267322949383,3.32642014520398e-05,0.00535848646999281,191.58,94.6,46.14,121.21,124.68,18.18,1.98,15.06,29.35,23.28
chrX,48801709,48802109,401,*,9.47374649404556,9.76594221602887,8.88136300540653,0.663957132662271,3.33191597657758e-05,0.0053618739098432,973.17,743.82,694.56,887.61,700.27,1224.46,457.84,651.4,448.21,328.87
chr12,42716513,42716913,401,*,6.73524001250495,7.16805957003851,5.66183548055339,0.9295208827366,3.33999707856246e-05,0.00536941056287964,59.7,211.46,177.14,194.86,128.83,90.89,62.43,66.83,35.7,37.54
chr1,32494311,32494711,401,*,3.85039287131907,4.39619435049483,2.16191143890935,1.26064495229847,3.34639108151665e-05,0.00537422245762106,19.44,15.77,32.13,38.23,10.39,10.39,4.95,3.77,3.17,6.01
chr20,38109911,38110311,401,*,8.92236962684823,9.22706091919452,8.29480590286002,0.685933959556678,3.35288448885713e-05,0.00537918406096562,373.44,723.41,618.76,557.55,486.24,836.22,320.09,396.3,307.01,232.76
chrX,41313447,41313847,401,*,5.78719569435142,4.76708785350177,6.60308320335221,-1.08880930904785,3.36876993462076e-05,0.00539918838973884,30.54,11.13,32.96,27.97,47.79,12.98,146.67,111.08,92.82,38.29
chr19,46080558,46080958,401,*,8.49717820409799,8.81372412582567,7.8351333834276,0.704930963301117,3.38357755543613e-05,0.00541742648359129,545.59,581.51,334.51,386.93,428.06,423.3,249.73,270.16,268.13,125.39
chr1,145800886,145801286,401,*,3.83931070914126,2.40409679746769,4.79931222218277,-1.28409259521925,3.39208064647894e-05,0.00542554372876289,1.39,4.64,8.24,3.73,2.08,11.69,47.57,21.65,30.15,12.01
chr1,156796341,156796741,401,*,4.75043011834986,5.3231236570685,2.85639408201519,1.32831362533795,3.39820815373792e-05,0.00542984871707681,73.58,41.74,46.96,52.21,6.23,19.48,6.94,15.06,3.97,3
chr15,29103750,29104150,401,*,7.32150308783179,7.61323136823022,6.73041331351995,0.661982173742336,3.40548062269862e-05,0.00543597264488705,156.87,195.69,248.82,205.12,230.65,137.64,104.05,91.31,118.99,110.38
chr1,168751882,168752282,401,*,3.65991213191618,4.2607902182466,1.50817147908681,1.38032212894994,3.41462612059816e-05,0.00544507100490299,2.78,15.77,14.01,41.96,14.55,25.97,3.96,2.82,1.59,3
chr6,39882365,39882765,401,*,7.81382118444241,8.09955674558944,7.2391785479577,0.652595762500138,3.42772605325904e-05,0.00546045053169777,277.65,289.36,334.51,310.48,259.74,174,137.75,134.61,142,189.97
chr14,22929315,22929715,401,*,9.90586998979106,10.1649025665271,9.40153655064588,0.60368159345191,3.46243107741211e-05,0.00551018185600484,1232.77,1033.18,882.41,1066.62,1182.35,1490.65,688.74,880.14,651.3,485.05
chr1,111817593,111817993,401,*,4.22105320748098,4.76208870390616,2.56576935542364,1.23977161989369,3.46641674096905e-05,0.00551097489679936,34.71,20.4,14.01,59.67,14.55,19.48,5.95,8.47,4.76,4.51
chr11,113675073,113675473,401,*,9.00808824864336,9.32163103005306,8.35488376512683,0.698407537417517,3.47990167244599e-05,0.00552685328133965,887.1,664.05,471.28,597.64,702.35,516.79,279.46,444.31,381.58,204.23
chr3,51941911,51942311,401,*,9.98128516853807,10.214200586618,9.54139134354953,0.553945996210827,3.48392483639916e-05,0.00552768749042657,1241.1,1053.58,983.75,1253.09,1277.94,1317.95,778.92,945.09,723.49,533.1
chr19,48619208,48619608,401,*,9.59411634990676,9.85258889479049,9.09120786615945,0.602550431219373,3.48794754657906e-05,0.00552851930682844,942.63,776.28,757.17,902.53,945.47,1223.16,532.17,722,522.78,404.71
chr1,154741306,154741706,401,*,6.3865591724036,5.64880594216039,7.06507393391419,-0.878209052357391,3.49455619051576e-05,0.00553088778952046,55.53,64.92,27.19,73.66,39.48,40.25,186.31,134.61,139.62,75.09
chr12,43147893,43148293,401,*,4.3254207450702,4.95181668723509,1.88667808349856,1.39223502461253,3.49886270989371e-05,0.00553088778952046,0,25.97,29.66,55.01,16.62,58.43,4.95,2.82,4.76,2.25
chr3,50299215,50299615,401,*,9.45540517695019,9.69650905769978,8.99574006488221,0.569351125173772,3.50200908882574e-05,0.00553088778952046,962.06,742.89,669.84,775.72,926.76,901.14,548.02,635.4,483.12,375.43
chr2,175168189,175168589,401,*,9.67404951799474,9.92697400797869,9.18515254901586,0.592287555743672,3.50515418581754e-05,0.00553088778952046,1088.4,836.56,733.28,1039.58,1001.57,1141.36,643.16,730.47,528.34,426.48
chr12,65335137,65335537,401,*,6.54044098389203,6.88419585967335,5.7948345855585,0.746522272612378,3.50694153257619e-05,0.00553088778952046,112.45,97.38,134.3,134.26,132.99,97.39,46.58,43.3,84.88,47.3
chr10,123997424,123997824,401,*,8.33525833713816,8.61603861090282,7.77402463640718,0.642464513333024,3.51514745073533e-05,0.00553830230652844,435.91,365.42,329.56,502.54,425.98,294.75,175.41,295.58,193.56,210.99
chr3,66997951,66998351,401,*,9.22352517015014,9.44649261126823,8.80714506609095,0.53437460738528,3.53394333718188e-05,0.00556237049490217,726.06,618.61,623.7,748.69,745.98,723.25,512.35,530.91,418.86,329.62
chr22,20568949,20569349,401,*,9.23609603395528,9.52355748356176,8.6567428406865,0.653515490108319,3.54418218596404e-05,0.00557293554709975,691.35,657.56,500.94,710.46,841.57,1014.11,374.6,506.43,444.25,289.08
chr6,16523545,16523945,401,*,8.06664032500408,8.32116366927908,7.57372492957945,0.5965002015594,3.55270542123208e-05,0.00557471923269193,258.22,399.73,280.95,385.06,305.46,289.56,183.33,179.79,228.47,170.44
chr5,158056442,158056842,401,*,5.31540334824924,5.7078337726122,4.4024473417272,0.831782058694542,3.5528381251976e-05,0.00557471923269193,44.42,42.66,60.15,57.81,64.42,44.15,12.88,29.18,23.01,19.52
chr5,135448747,135449147,401,*,5.19565462551419,5.70579822732837,3.73652336200312,1.13727486594203,3.55605288094803e-05,0.00557471923269193,43.04,48.23,65.09,96.03,37.4,23.37,5.95,20.71,7.14,19.52
chr4,3491896,3492296,401,*,5.99470318131445,6.44495525760763,4.84456335754234,0.966856514740002,3.5594272570596e-05,0.00557471923269193,91.63,57.5,47.79,176.22,76.88,72.71,35.68,32.01,26.97,20.27
chr8,110105436,110105836,401,*,3.88161704093254,2.38674869185909,4.85818610528532,-1.31933127632654,3.56335351880938e-05,0.00557534287000405,0,0.93,9.89,1.86,8.31,10.39,38.65,30.12,26.97,20.27
chr20,51807817,51808217,401,*,4.1464016382647,4.75362492439124,1.92889924542034,1.37408889277544,3.57924578709561e-05,0.0055917296036768,15.27,13.91,23.07,72.72,29.09,7.79,2.97,4.71,0.79,6.76
chr7,134646508,134646908,401,*,9.64650644504292,9.89200236420165,9.17607692104823,0.577595446988387,3.58090361133528e-05,0.0055917296036768,1120.32,835.63,732.46,891.34,1005.73,1115.39,616.4,701.29,571.17,424.98
chr9,124031181,124031581,401,*,6.16981344917877,6.50554779361909,5.44951190512352,0.741252541397936,3.60556879122763e-05,0.0056246873143151,83.3,74.2,117,115.61,70.65,84.4,50.54,46.13,42.84,35.29
chr6,90403655,90404055,401,*,5.46168663270309,5.91770965099311,4.28500307950295,0.986175640686096,3.61838051941491e-05,0.00563910687102662,36.09,68.63,111.23,68.06,33.25,45.45,13.87,25.42,21.42,17.27
chr6,37141250,37141650,401,*,5.89901056489904,6.35910418070493,4.70324054509532,0.991556725093888,3.62612534565489e-05,0.00564328604821414,74.97,72.34,125.23,88.57,45.71,85.7,8.92,46.13,20.63,28.53
chr5,169267994,169268394,401,*,7.14488529966123,7.51382489394029,6.3158232506392,0.787014171329659,3.62965516109914e-05,0.00564328604821414,109.67,202.18,194.44,137.06,270.13,183.08,70.36,57.42,72.98,117.88
chr2,108594889,108595289,401,*,8.23476994798215,8.50900956155298,7.69097728935192,0.628457436270153,3.63177532528019e-05,0.00564328604821414,412.31,345.94,317.21,376.67,384.42,349.29,121.89,235.33,239.58,229.76
chr3,162525031,162525431,401,*,8.13633881799453,8.38993440761118,7.64575706844566,0.592410816436215,3.63895489855363e-05,0.00564888766904355,270.71,303.28,380.65,371.08,363.64,323.32,145.68,234.39,191.98,229.01
chr7,30504764,30505164,401,*,9.35436631403414,9.57979044497006,8.93222995119486,0.538723414760776,3.65707906326292e-05,0.00567145132688237,831.57,720.63,627,811.15,789.62,811.55,525.23,575.15,503.74,349.9
chr9,33160997,33161397,401,*,8.53219417571556,8.82613118674224,7.93497746903988,0.664489723024992,3.66503536940628e-05,0.00567821773878957,592.79,467.44,292.49,511.87,461.3,397.33,249.73,293.69,265.75,169.69
chr8,47442993,47443393,401,*,6.17385535640535,6.61624093937108,5.05896387604346,0.946012044698532,3.67485651796775e-05,0.00568785725584141,102.73,84.4,140.06,110.02,54.03,97.39,21.8,57.42,15.07,39.04
chr12,50111791,50112191,401,*,10.1803123113285,10.4205436067873,9.72277240210726,0.567484287971773,3.68807990908237e-05,0.00569880537162421,1434.07,1208.47,1136.99,1379.89,1494.04,1569.85,906.76,1081.59,804.4,587.16
chr14,99821704,99822104,401,*,6.77705703435919,7.09785028245354,6.10238432330545,0.708384696222128,3.68914236412001e-05,0.00569880537162421,119.39,140.97,131,157.57,128.83,144.13,40.63,75.31,92.82,66.07
chr14,23095125,23095525,401,*,10.0159137852583,10.223387501811,9.6350981192072,0.502157246938761,3.71993085418986e-05,0.00574075422876871,1268.87,1256.7,1031.53,1188.76,1288.33,1138.76,904.78,930.97,745.7,599.18
chr19,51367502,51367902,401,*,9.51827920708142,9.72784705901485,9.13272967106413,0.506867551381778,3.73469403247727e-05,0.00575791442501774,844.06,791.12,793.42,867.1,810.4,981.64,542.08,701.29,568,433.99
chr17,10600587,10600987,401,*,6.59088802153757,7.03706059233032,5.45915917291824,0.946393041127739,3.76568013244157e-05,0.00580002826480971,151.32,93.67,190.32,82.05,101.82,168.8,21.8,28.24,80.12,45.8
chr11,64185760,64186160,401,*,10.2693977990689,10.5200341304681,9.78622459432271,0.587005921648953,3.77392969812036e-05,0.0058070746089052,1614.55,1387.47,1171.6,1372.43,1512.74,1751.64,909.74,1196.43,797.26,628.46
chr11,66312788,66313188,401,*,9.33172756409935,9.57046306049928,8.87782046375178,0.564976888706663,3.78665723994334e-05,0.00581894818184681,817.68,756.8,710.21,690.88,708.58,877.77,455.86,626.92,463.29,335.63
chr12,132610361,132610761,401,*,6.59012289339493,7.00349143988647,5.59677946434409,0.871990845697436,3.79304568694769e-05,0.00581894818184681,159.65,133.55,91.45,151.97,126.75,106.47,17.84,72.48,63.46,39.8
chr3,57974754,57975154,401,*,8.41690109347993,8.66952631153115,7.92875455375903,0.589227219041463,3.79593513693522e-05,0.00581894818184681,416.48,349.65,315.56,382.27,457.15,521.99,275.5,263.57,240.37,195.22
chr7,149028522,149028922,401,*,9.94430224406509,10.1937426895042,9.46410790746189,0.584519450596527,3.79637505725825e-05,0.00581894818184681,1216.11,987.74,946.67,1223.26,1282.09,1371.19,727.39,920.62,683.82,493.31
chr11,29024721,29025121,401,*,3.06442389468168,0.99226506062868,4.16425427503498,-1.36877552564698,3.81824899682685e-05,0.00584680477200149,2.78,0.93,2.47,1.86,0,3.9,36.67,23.53,4.76,6.76
chrX,105695462,105695862,401,*,3.7764767460015,4.4481066156346,0.601109750503304,1.2670594054257,3.83255004799978e-05,0.00586302244903495,1.39,19.48,4.12,47.55,10.39,48.04,0.99,2.82,0,2.25
chr1,2133149,2133549,401,*,9.34129160100803,9.6174605076647,8.7923844596399,0.633478301942989,3.8488945860306e-05,0.00587703522034763,896.82,741.96,738.22,749.62,781.31,805.05,504.42,576.09,448.21,244.78
chr3,39150927,39151327,401,*,8.64430946266892,8.93903536181825,8.04489580659995,0.665125684231461,3.84914790610512e-05,0.00587703522034763,395.65,664.05,380.65,584.59,569.36,350.59,245.77,310.64,292.73,207.23
chr16,66152789,66153189,401,*,7.01789636056869,7.52257096551715,5.59047574825802,1.10861476497148,3.88164725916734e-05,0.00592093584046039,154.1,115,412.78,144.52,66.49,210.35,21.8,73.42,26.18,71.33
chr15,70327791,70328191,401,*,7.24867330437758,7.57253507513063,6.5647847723749,0.714737357580193,3.91107431924268e-05,0.00595907048607112,108.28,190.13,252.12,200.46,180.78,210.35,76.31,120.49,87.26,94.61
chr12,8232212,8232612,401,*,7.81746702150705,8.25138266455703,6.73938273042253,0.916592680297033,3.91418936172186e-05,0.00595907048607112,526.15,231.86,201.03,520.26,214.03,135.04,92.16,75.31,128.51,131.4
chr19,566379,566779,401,*,3.66314320842054,4.31147606912602,0.91619885714227,1.33913911500377,3.93622113494628e-05,0.0059836368078171,2.78,7.42,48.61,28.9,4.16,27.27,0.99,1.88,3.17,1.5
chr7,27110743,27111143,401,*,4.31122992744466,4.89433998139227,2.32779577505919,1.31248531618703,3.93789852439427e-05,0.0059836368078171,48.59,12.98,11.53,57.81,12.47,35.06,0.99,7.53,5.55,6.01
chr16,57816286,57816686,401,*,8.01897068849901,8.30017663439628,7.45659180614917,0.641628105650532,3.94642473119244e-05,0.00598510259041912,378.99,330.17,235.64,333.79,317.93,294.75,193.24,202.39,194.36,112.63
chrX,7515260,7515660,401,*,3.55290417803222,1.20406332017344,4.69403903162463,-1.33311030123239,3.95054140606512e-05,0.00598510259041912,2.78,5.56,2.47,0.93,2.08,0,67.39,18.83,15.07,2.25
chr19,48624047,48624447,401,*,9.05266451989386,9.32620286919767,8.51072471339733,0.627847191081005,3.95252044950882e-05,0.00598510259041912,762.15,519.37,512.47,691.81,594.29,771.29,320.09,485.73,391.1,262.05
chr12,26938191,26938591,401,*,9.25961980369047,9.46816816358256,8.87637766560749,0.504298450150617,3.95408176249065e-05,0.00598510259041912,687.19,687.24,659.95,726.31,739.75,749.22,503.43,575.15,450.59,350.65
chr15,73944628,73945028,401,*,4.72445415103,5.22941295467463,3.29540566868877,1.10766842606042,3.96049418291507e-05,0.00598510259041912,40.26,20.4,56.03,55.94,18.7,33.76,2.97,13.18,11.11,12.01
